gene_id	MW1_cornea_mock_1	MW2_cornea_mock_2	MW3_cornea_mock_3	MW4_cornea_CoV2_1	MW5_cornea_CoV2_2	MW6_cornea_CoV2_3
SDC3	3080.77238350398	2859.59644009497	2560.44496769804	2844.0147356735	2787.17198088757	3020.52769450049
SDC4	4025.88565888024	4396.14826041528	3710.54967340177	4251.32977646249	4061.81748850543	4331.76452312085
SDCBP	3026.34177602158	3384.61414635476	3462.98476217402	4040.38993813394	3637.59643309296	3762.00090116081
SDCBP2	0	0	0	0	0.991170690216064	0
SDCBP2-AS1	47.5030756210058	56.0018886677106	57.5052352851863	86.055058422593	70.3731190053406	88.0847869566402
SDCCAG8	356.273067157543	373.637600954882	360.626051788456	384.09940710572	430.168079553772	315.544236819357
SDE2	436.43450726799	431.389548643458	396.688656967302	389.346666765634	382.591886423401	371.294101981787
SDF2	991.626703588495	943.28181224675	654.00021824339	792.336208647045	629.393388287201	900.917821024877
SDF2L1	213.763840294526	157.505311877936	168.617045836224	128.033135701907	85.2406793585815	144.949649422319
SDF4	4556.33666998147	3950.75823960489	3346.02496159398	3918.65351402393	3496.85019508228	4226.95477661548
SDHA	2300.93022539247	2132.44691692517	1940.55802462383	2008.65099781516	1773.20436479654	2091.73494089439
SDHAF1	145.47816908933	150.505075794472	129.630445642878	157.417789797426	104.072922472687	160.5596116678
SDHAF2	449.299923582013	482.141260248571	430.80193213648	414.533513133222	372.68017952124	527.393724436593
SDHAF3	194.960539527878	172.380813555297	177.389030879727	178.406828437083	123.896336277008	159.444614364551
SDHAF4	81.1510875192182	79.627685449401	65.3025553238556	55.6209523950906	79.2936552172851	69.1298328014138
SDHAP1	257.308326280448	177.630990617894	326.512776619278	229.829973104242	347.900912265839	245.299406714694
SDHAP2	193.970892119107	183.756197190925	257.311561276088	199.39586707674	320.148132939789	191.779536158761
SDHAP3	126.674868322682	149.630046284039	196.882330976401	176.307924573117	205.172332874725	156.099622454805
SDHB	1118.30157191118	1127.03800943768	876.223839345466	910.924276961106	713.642896955566	952.207696974313
SDHC	1108.40509782347	1078.91138636386	866.477189297129	926.666055940849	795.9100642435	1079.31738954465
SDHD	1364.72377669514	1379.04650844237	1243.67254616776	1335.95230941416	1021.89698161276	1283.36189603915
SDK1	81.1510875192182	98.8783346789265	110.137145546204	147.972722409581	168.499017336731	129.339687176839
SDK2	1.97929481754191	0	7.79732003866933	2.09890386396568	7.92936552172852	10.0349757292375
SDR39U1	358.252361975085	356.137010746222	378.170021875462	400.890638017445	370.697838140808	476.103848487157
SDR42E1	60.3684919350282	60.3770362198755	46.783920232016	61.9176639869876	47.5761931303711	63.5548462851708
SDR9C7	0	0.875029510432978	0.974665004833666	0	0	0
SDS	0	0.875029510432978	0.974665004833666	0	0	0
SDSL	98.9647408770953	80.502714959834	80.8971954011943	64.0165678509533	58.4790707227478	92.5447761696347
SEC11A	2671.0583562728	2754.59289884301	2290.46276135912	2505.04176164304	1990.27074595386	2602.40370578226
SEC11C	554.202548911734	550.393562062343	448.345902223486	393.544474493565	368.715496760376	440.423934783201
SEC13	3849.72842011901	3212.23333279946	2747.5806486261	2879.69610136092	2645.43457218668	3242.41215784696
SEC14L1	1371.65130855654	1270.54284914868	1165.69934578106	1193.22684666449	1222.11346103641	1282.2468987359
SEC14L1P1	27.7101274455867	20.1256787399585	41.9105952078476	37.7802695513823	49.5585345108032	41.2549002201986
SEC14L2	473.051461392516	467.26575857121	410.333967034973	451.264330752622	412.327007129883	408.089012988991
SEC14L3	0	0	0	0	0	1.11499730324861
SEC14L4	20.78259558419	11.3753836356287	7.79732003866933	8.39561545586273	9.91170690216064	12.2649703357347
SEC14L5	3.95858963508381	2.62508853129893	6.82265503383566	5.24725965991421	2.97351207064819	5.57498651624305
SEC14L6	3.95858963508381	1.75005902086596	0	3.14835579594852	5.94702414129639	4.45998921299444
SEC16A	4131.77793161873	3675.12394381851	4316.79130640831	4080.26911154929	5004.42081490091	3872.38563418242
SEC1P	0.989647408770953	1.75005902086596	0.974665004833666	2.09890386396568	2.97351207064819	0
SEC22A	396.848610917152	455.890374935581	408.384637025306	431.324744044948	361.777301928863	419.238986021478
SEC22B	5185.7524219598	5400.68213839234	4670.59470316293	4585.05549083303	4125.25241267926	4594.90388668752
SEC22C	1199.4526594304	1264.41764257565	1234.90056112425	1253.04560678751	1189.40482825928	1208.65707672149
SEC23A	6050.70425722561	6095.45556967612	5886.00196419051	5470.79292142655	5153.09641843332	5074.35272708443
SEC23A-AS1	1.97929481754191	2.62508853129893	1.94933000966733	2.09890386396568	4.95585345108032	4.45998921299444
