gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SOD2	6812.12695464701	2.32816483644085	0.1021620532506	22.7795611563933	7.31194625870967e-115	1.09584138579282e-110
ACTC1	1405.99814035583	-1.88527600916316	0.122223466279067	-15.395466187903	1.75554701354887e-53	8.77012769735229e-50
CXCL6	1090.20959589338	2.09250339209884	0.138636097226993	15.1194053267504	1.20626999656384e-51	4.51959210962558e-48
ACAN	811.529605468204	-1.72358935600206	0.119586052341471	-14.3550261622076	9.90881275798644e-47	2.97006753607885e-43
MYH14	320.837213447265	-1.69794468883124	0.11989341643744	-13.9744205623796	2.2332376131321e-44	5.57825535133514e-41
CXCL1	349.815214413382	1.98230166871067	0.141810600719213	13.8756828048602	8.89420659709343e-44	1.9042496324377e-40
SLC34A2	513.470663340695	-1.79946956722842	0.130447557640386	-13.7058161638692	9.37076416493774e-43	1.75549553174902e-39
CEACAM5	337.871393704413	-1.72093057683584	0.125751859972948	-13.5237422485846	1.13264262723539e-41	1.88610167270854e-38
CEACAM6	446.098895150202	-1.67367129019695	0.126854244507805	-13.0994210150148	3.31778919784398e-39	4.97237067080878e-36
TACSTD2	410.246162503476	-1.64816337285659	0.132857806882593	-12.3252592981145	6.62301015934752e-35	7.08993237558152e-32
SLC6A14	317.566076238678	-1.65448179554638	0.135478646249466	-12.0989273527527	1.07000138620827e-33	1.06907405167356e-30
FER1L6	337.723282275851	-1.60680785120464	0.132304817572202	-12.0417633772954	2.14324683815623e-33	1.94717150254151e-30
PSCA	944.212375654536	-1.53273773735998	0.129704814287192	-11.8030300926931	3.76505311399299e-32	2.96983426417963e-29
C1orf116	142.5779826255	-1.60386511613715	0.139392163533268	-11.2051660274973	3.84631929904541e-29	2.88223936673968e-26
CXCL8	176.742207455243	1.68317310428074	0.154352358500803	10.9594625385606	5.9853768240043e-28	4.07740193006148e-25
ADGRF1	106.130873656991	-1.55134856141974	0.151138059226055	-9.98022816509225	1.86038487248622e-23	8.7129962762347e-21
