ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa04964	Proximal tubule bicarbonate reclamation	19	-0.761894430438652	-1.91421320832541	0.000277945905698491	0.00238239347741563	0.00159522838107655	1536	tags=42%, list=8%, signal=39%	ATP1A3/SLC38A3/SLC25A10/CA2/ATP1B1/SLC4A4/GLS/AQP1
hsa05410	Hypertrophic cardiomyopathy	84	-0.509380755391722	-1.7188782933016	0.000339150711823076	0.00283940130828622	0.00190123654853083	2319	tags=38%, list=13%, signal=33%	SGCE/LAMA1/TGFB3/SNTB1/SGCG/PRKAB1/CACNA2D4/LMNA/DAG1/TPM3/TPM4/ITGA1/CACNA1C/ATP2A3/ATP2A2/PRKAG2/ITGA6/ITGB8/ITGA8/ITGA7/SLC8A1/CACNB3/DES/ACTG1/TPM2/TPM1/TGFB1/ACTB/TNNT2/ITGA3/EDN1/ACTC1
hsa05217	Basal cell carcinoma	57	-0.574669362552216	-1.81596304092997	0.000358913275041577	0.00293656315943109	0.0019662952149407	1184	tags=32%, list=6%, signal=30%	KIF7/WNT4/AXIN2/TCF7/WNT2/FZD7/WNT9A/GLI2/WNT8B/WNT5B/FZD1/HHIP/FZD4/GADD45B/FZD8/BMP4/FZD5/WNT2B
hsa04550	Signaling pathways regulating pluripotency of stem cells	124	-0.459536616317407	-1.64931290974225	0.000386614725479007	0.00309291780383205	0.00207098882186415	1441	tags=21%, list=8%, signal=19%	IGF1R/AKT1/WNT4/AXIN2/TCF7/WNT2/FZD7/WNT9A/JAK3/JARID2/MAP2K1/WNT8B/INHBA/WNT5B/FZD1/FZD4/FZD8/ID4/BMP4/ID1/SMAD9/FZD5/WNT2B/FGFR3/FGFR2/ID3
hsa05150	Staphylococcus aureus infection	46	0.653144861084228	2.03623357627158	0.00040342042928701	0.00315720335963747	0.00211403382852919	156	tags=13%, list=1%, signal=13%	CFB/C3/ICAM1/C1R/C1S/C2
hsa04911	Insulin secretion	65	-0.546465022191328	-1.76797254496353	0.000414747430295541	0.00317678882779564	0.00212714807475205	3763	tags=45%, list=21%, signal=36%	CREB3/ATF6B/GIP/ADCY3/PRKCA/PLCB2/ATP1A2/GNAS/ADCY8/CAMK2B/ADCY7/STX1A/ADCY5/ADCY9/CHRM3/PLCB3/PRKACA/CREB5/ATP1A3/KCNN4/PLCB1/RIMS2/CREB3L2/CACNA1C/GNA11/TRPM4/ATP1B1/SLC2A1/ADCY6
hsa05164	Influenza A	131	0.467524124201207	1.69605116619578	0.000575104640406503	0.00431328480304877	0.00288813514590108	2272	tags=24%, list=12%, signal=22%	CCL2/CXCL8/IFIH1/ICAM1/IL6/NFKBIA/TNFSF10/TLR3/MX1/IFNGR1/PIK3R1/IFNAR2/NXT2/IKBKE/TRAF3/NFKB1/MX2/CASP1/KPNA5/JAK2/CASP8/IRF7/STAT1/PABPN1/TNFRSF10B/JAK1/TNFRSF1A/PIK3R3/RNASEL/IFNAR1/FDPS/EIF2AK2
hsa05032	Morphine addiction	69	-0.542402589344005	-1.77478602556238	0.00059885567699035	0.00439975599421481	0.00294603544641869	3324	tags=39%, list=18%, signal=32%	ADORA1/ADCY3/GNG12/PRKCA/GNAS/ADCY8/GNB2/ADCY7/GRK5/ADCY5/ADCY9/GNAI1/GRK2/GNB1/PRKACA/GNB4/GRK6/PDE1C/GNAI2/PDE3A/CACNA1A/PDE10A/PDE7B/GNG2/ADCY6/PDE4D/PDE4B
hsa05224	Breast cancer	135	-0.439207125678833	-1.59921109110112	0.000634013407816095	0.00456489653627589	0.00305661200820812	1653	tags=22%, list=9%, signal=20%	KIT/BRCA2/IGF1R/ERBB2/AKT1/WNT4/AXIN2/TCF7/WNT2/FZD7/WNT9A/E2F2/CCND1/FGF1/MAP2K1/BRCA1/WNT8B/WNT5B/FGF7/FZD1/FZD4/GADD45B/E2F1/FZD8/FGF5/FOS/NOTCH3/FZD5/WNT2B/HEYL
hsa04610	Complement and coagulation cascades	60	0.588435990673085	1.90957549700557	0.000688975709521823	0.00465513848608558	0.00311703717343158	525	tags=20%, list=3%, signal=19%	CFB/C3/C1R/C1S/BDKRB2/F2RL2/C2/CLU/F3/C7/C6/SERPINE2
