gene_id	MW13_sclera_mock_1	MW14_sclera_mock_2	MW15_sclera_mock_3	MW16_sclera_CoV2_1	MW17_sclera_CoV2_2	MW18_sclera_CoV2_3
NEMP2	80.1334175022071	72.9861822866225	80.9824790168611	92.3245112000656	97.2225317281267	94.689102733672
NENF	691.284281652373	628.123508163661	663.156522615852	604.674820607023	630.815961677846	568.134616402032
NEO1	2992.71603231576	2879.63664658129	2884.77586364508	2372.02974929399	2562.83115613562	2563.08024237213
NEPRO	647.478013417833	677.886814268176	695.549514222596	761.930856167575	809.434101364404	767.224524713855
NES	160.266835004414	179.147901976255	155.666320776855	122.761163244043	101.74450994804	124.633519837483
NET1	598.329517349813	633.652764397496	570.476574407666	648.300688536725	752.909373615493	687.102976246902
NETO1	13.8897923670492	13.2702149612041	10.7976638689148	11.1601057494585	7.91346188484752	8.09308570373265
NETO2	1741.56627371463	1812.49019345113	1660.14081984565	1618.21533367148	1595.12781707427	1703.59454063572
NEU1	662.436251351579	541.867110915834	614.567035205735	673.664565240039	716.73354785619	709.763616217353
NEU3	122.871240170051	113.902678417002	112.475665301196	108.557392290187	105.135993612974	127.061445548603
NEU4	0	0	0	1.01455506813259	0	0
NEURL1	0	4.42340498706803	0	4.05822027253036	0	0.809308570373265
NEURL1B	84.4071997689915	82.9388435075256	65.6857885358985	58.8441939516902	58.7857168588673	62.3167599187414
NEURL2	16.0266835004414	22.1170249353402	17.0963011257818	32.4657621802429	19.2184074346297	16.9954799778386
NEURL4	588.713507249548	517.53838348696	510.189617806225	526.554080360814	483.851669530677	568.943924972405
NEXMIF	1.06844556669609	0	0	0	0	0
NEXN	2159.32849029281	2057.9891702334	2043.45788719213	1759.23848814191	1691.21985424741	1767.52991769521
NEXN-AS1	26.7111391674024	27.6462811691752	35.0924075739732	16.2328810901214	28.2623638744554	28.3257999630643
NF1	2101.63242969122	2260.35994839176	2212.62128780513	2412.6119520193	2359.34213623954	2509.66587672749
NF2	1500.09757564132	1307.1161736786	1294.81985894737	1195.14587026019	1142.92999508298	1222.05594126363
NFAM1	0	0	0	0	1.13049455497822	0
NFASC	3404.06757549376	3373.95215388614	3491.24465094912	2451.16504460834	2485.9575263971	2435.20948825315
NFAT5	2418.96076299996	2642.98447977315	2573.44322209136	2914.81671074493	3030.8559018966	3111.7914530852
NFATC1	119.665903469963	97.3149097154967	126.872550459749	112.615612562717	106.266488167952	105.210114148524
NFATC2	0	1.10585124676701	0.899805322409568	0	3.39148366493465	0
NFATC2IP	701.968737319334	723.226715385623	694.649708900187	611.776706083951	640.990412672649	613.455896342935
NFATC3	982.969921360407	953.243774713161	977.188580136791	1030.78794922271	1057.01240890463	1046.43598149263
NFATC4	1377.22633547127	1262.88212380792	1291.22063765773	1701.40884925835	1632.43413738855	1807.99534621387
NFE2	7.47911896687266	15.4819174547381	12.597274513734	10.1455506813259	11.3049455497822	9.71170284447918
NFE2L1	10596.8431304919	9709.37394661433	9989.63868939103	10308.8940472952	10771.3521198325	10120.4036725177
NFE2L2	5294.14778297915	5826.73021921537	5846.03517969496	6819.83916798727	7073.50443049871	6908.25795670619
NFE2L3	3.20533670008828	3.31755374030102	3.59922128963827	1.01455506813259	1.13049455497822	2.42792571111979
NFIA	621.835319817127	695.580434216448	664.056327938261	707.144882488415	777.780253825014	834.397136054836
NFIA-AS2	0	0	0	1.01455506813259	0	0
NFIB	1665.70663847921	1866.67690454271	1769.01726385721	1823.15545743426	1849.48909194436	1807.1860376435
NFIC	4299.42496038508	4101.60227425883	4334.36223804689	4489.40617648671	4735.64169080375	4735.26444525397
NFIL3	683.8051626855	684.521921748778	628.064115041878	778.163737257696	847.870916233663	861.913627447527
NFIX	5901.02486486253	5548.05570503008	5822.64024131232	5668.31916565678	5851.43981656725	5968.65070650283
NFKB1	837.661324289738	784.048533957809	790.029073075601	967.88553499849	946.223942516768	960.649273033065
NFKB2	719.063866386472	753.084699048333	835.019339196079	982.089305952347	1052.49043068472	977.644753010904
NFKBIA	927.41075189221	836.023542555858	871.911357414872	1513.71616165382	1511.47122000588	1540.9235179907
NFKBIB	257.495381573759	211.217588132499	223.151719957573	193.780018013325	206.880503561014	211.229536867422
NFKBID	50.2169416347164	53.0808598448164	44.0904607980688	45.6549780659665	39.5673094242376	46.9398970816493
NFKBIE	52.3538327681086	59.7159673254184	62.9863725686698	83.1935155868723	78.004124293497	82.549474178073
NFKBIL1	293.822530841426	328.437820289801	287.037897848652	326.686731938694	324.451937278748	326.151353860426
NFKBIZ	432.720454511918	469.986779875978	417.50966959804	948.608988703971	872.741796443184	903.997673106937
NFRKB	547.0441301484	568.407540838242	528.185724254417	592.500159789432	585.596179478717	593.223182083603
NFS1	445.541801312271	389.259638861987	413.010642985992	401.763806980505	413.761007122028	402.226359475513
NFU1	412.419988744692	406.953258810259	398.613757827439	389.589146162914	447.675843771374	417.603222312605
NFX1	975.490802393534	1091.47518055904	1002.38312916426	1170.79654862501	1157.62642429769	1082.85486715943
